Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Tyler Freeman,freemty01,"[1, 1, 2, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3]","[1, 2, 2, 3, 2, 3, 2, 1, 2, 1, 1, 3, 2, 1, 3, 1, 3]",1.5294117647058822,1.9411764705882353,dry streak,3,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 4, 1, 1, 2]","[2, 2, 2, 1, 3, 1, 1, 5, 2, 6, 1, 5, 4, 1]",1.6428571428571428,2.5714285714285716,strikeout streak,2,
Austin Slater,slateau01,"[2, 1, 1, 1, 2, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1]","[2, 1, 1, 3, 1, 2, 1, 1, 6, 1, 2, 2, 1, 18, 1, 1, 5, 1, 4]",1.65,2.8421052631578947,hit streak,1,"[1, 2, 1, 2, 3, 1, 3, 3, 6, 1, 2, 1, 1, 4, 1, 2, 5, 2, 1, 1]","[1, 2, 5, 1, 1, 4, 1, 7, 1, 1, 2, 2, 1, 4, 1, 1, 1, 2, 1, 3, 2]",2.15,2.0952380952380953,no strikeout streak,2,
Lars Nootbaar,nootbla01,"[1, 1, 1, 3, 2, 1, 4, 3, 2, 1, 5, 3, 1, 2, 11, 2, 1, 1, 6, 1, 5, 2, 2, 1, 2, 2, 2, 1, 1]","[1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1]",2.413793103448276,1.4642857142857142,hit streak,1,"[5, 1, 8, 1, 1, 2, 2, 4, 2, 2, 1, 2, 8, 6, 1, 1, 2, 3, 1, 7, 2, 2]","[1, 2, 1, 3, 1, 1, 3, 2, 2, 2, 1, 3, 2, 6, 2, 7, 1, 1, 2, 1, 1, 2]",2.909090909090909,2.1363636363636362,no strikeout streak,2,
Michael Chavis,chavimi01,"[3, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[1, 3, 3, 3, 2, 1, 1, 2, 1, 1, 2, 5, 3]",1.4615384615384615,2.1538461538461537,dry streak,3,"[1, 1, 1, 2, 2, 3, 1, 2, 4, 2, 1]","[2, 1, 4, 3, 2, 3, 2, 2, 2, 5, 1]",1.8181818181818181,2.4545454545454546,strikeout streak,1,
Carson Kelly,kellyca02,"[4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2]","[4, 1, 3, 1, 2, 2, 4, 1, 2, 1, 2, 1, 2, 1]",1.5384615384615385,1.9285714285714286,dry streak,1,"[1, 3, 4, 3, 3, 2, 3, 2, 2, 1, 2]","[1, 1, 1, 1, 1, 9, 1, 4, 1, 1]",2.3636363636363638,2.1,strikeout streak,2,
Amed Rosario,rosaram01,"[2, 2, 2, 4, 1, 2, 4, 2, 2, 1, 2, 1, 3, 1, 6, 2, 4, 5, 5, 5, 5, 4, 3, 1, 4, 1, 1, 2, 1, 2, 2, 1, 1]","[1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 4, 1, 1, 3, 1, 1, 5, 1, 2]",2.5454545454545454,1.6363636363636365,dry streak,2,"[1, 2, 4, 5, 5, 5, 1, 2, 1, 2, 1, 5, 1, 1, 1, 1, 2, 2, 1, 6, 1, 1, 1, 2, 1, 1, 3, 4, 2, 1]","[2, 1, 1, 2, 1, 1, 3, 3, 2, 9, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 4, 2, 2, 9, 6, 1, 2, 2, 3]",2.2,2.4,no strikeout streak,3,
Mauricio Dubon,dubonma01,"[20, 1, 1, 1, 7, 1, 1, 7, 2, 5, 2, 4, 1, 3, 2, 2, 1, 1, 3, 3, 3, 1, 2, 1, 5, 1, 2, 3, 2]","[1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",3.0344827586206895,1.3448275862068966,hit streak,2,"[1, 1, 1, 1, 2, 8, 4, 1, 3, 2, 2, 1, 2, 1, 1, 1, 2, 4, 3, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1]","[4, 6, 1, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 4, 4, 2, 1, 2, 1, 2, 4, 2, 4, 6, 4, 4, 1, 1, 2]",1.9310344827586208,2.4482758620689653,strikeout streak,1,
Josh Naylor,naylojo01,"[2, 1, 1, 1, 2, 2, 1, 2, 2, 5, 4, 14, 1, 1, 8, 9, 2, 1, 5, 2, 5, 4, 2, 1]","[1, 1, 1, 4, 5, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",3.25,1.52,dry streak,2,"[2, 2, 1, 1, 1, 4, 3, 5, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 3, 1, 1, 3, 2, 1, 1]","[1, 2, 1, 2, 1, 2, 1, 1, 4, 3, 3, 4, 2, 2, 1, 1, 2, 1, 1, 2, 2, 6, 9, 5, 1, 1, 1, 2]",1.8571428571428572,2.2857142857142856,strikeout streak,1,
Zach McKinstry,mckinza01,"[1, 2, 1, 3, 3, 3, 1, 4, 3, 4, 4, 1, 3, 1, 1, 4, 3, 2, 2, 2, 4, 1, 3, 1, 1, 1, 4, 3, 2, 4, 3, 2, 1, 2, 3]","[1, 1, 2, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 4, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 3, 3, 2, 1, 1, 1, 2, 2, 1, 8]",2.3714285714285714,1.7428571428571429,hit streak,3,"[4, 2, 5, 2, 1, 2, 1, 5, 9, 2, 2, 8, 1, 3, 6, 1, 2, 3, 2, 7, 1, 3, 6, 1, 2, 2, 1, 3]","[1, 3, 2, 2, 2, 2, 3, 5, 1, 4, 1, 3, 1, 2, 2, 3, 1, 5, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1]",3.107142857142857,1.9655172413793103,no strikeout streak,1,
Clint Frazier,frazicl01,"[1, 3, 1, 1, 1, 1, 1, 1, 1]","[1, 3, 5, 1, 1, 4, 6, 1]",1.2222222222222223,2.75,hit streak,1,"[1, 4, 1, 2, 5, 3, 1]","[2, 3, 2, 2, 3, 2, 2]",2.4285714285714284,2.2857142857142856,no strikeout streak,2,
Charlie Blackmon,blackch02,"[4, 6, 1, 1, 1, 3, 3, 7, 10, 4, 7, 6, 2, 2, 1, 4, 1]","[3, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3]",3.7058823529411766,1.588235294117647,dry streak,3,"[2, 1, 1, 3, 1, 5, 1, 3, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 8, 2, 2]","[1, 6, 1, 2, 2, 3, 1, 3, 1, 1, 1, 1, 3, 1, 7, 1, 2, 4, 3, 1, 1]",2.0952380952380953,2.1904761904761907,no strikeout streak,1,
Kevin Newman,newmake01,"[1, 1, 1, 2, 1, 5, 2, 3, 1, 1, 1, 4, 2, 1, 1, 3, 1, 4, 1, 1, 2, 3, 1, 1]","[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3]",1.8333333333333333,1.3043478260869565,hit streak,1,"[2, 1, 3, 1, 1, 1, 5, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2]","[1, 3, 1, 3, 1, 13, 1, 3, 1, 1, 5, 1, 1, 1, 2, 2, 1, 1, 1]",1.631578947368421,2.263157894736842,no strikeout streak,1,
George Springer,springe01,"[1, 1, 1, 7, 2, 1, 1, 1, 5, 3, 2, 5, 4, 3, 1, 5, 5, 4, 2, 8, 1, 1, 7, 3, 1, 1, 5, 5, 4, 7]","[2, 1, 1, 5, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 8, 1, 1, 1, 1, 1, 1, 2, 4]",3.2333333333333334,1.793103448275862,hit streak,7,"[2, 6, 5, 3, 4, 2, 1, 4, 2, 2, 1, 2, 2, 1, 1, 3, 2, 10, 7, 2, 2, 1, 3, 2, 1, 2, 2, 2, 4, 6]","[6, 3, 6, 3, 5, 2, 1, 2, 1, 1, 5, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1]",2.9,2.1379310344827585,strikeout streak,6,
Wander Franco,francwa01,"[4, 4, 2, 2, 1, 4, 1, 3, 7, 2, 1, 1, 1, 11, 2, 3, 1, 1, 4, 4, 3, 1, 1, 6, 7]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 3, 1, 3, 1]",3.08,1.4583333333333333,hit streak,7,"[1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 5, 1, 3, 1, 2, 1, 3, 3, 3, 1]","[1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 4, 2, 6, 3, 2, 7, 2, 5, 1, 1, 1, 1, 2, 1, 4, 6]",1.75,2.25,strikeout streak,1,
Nico Hoerner,hoernni01,"[1, 5, 4, 7, 7, 4, 1, 3, 1, 4, 3, 1, 6, 9, 2, 1, 3, 2, 6, 4, 7, 3, 2, 2, 2, 2, 13, 1, 1]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",3.689655172413793,1.3448275862068966,dry streak,1,"[1, 1, 1, 1, 1, 3, 4, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 4, 6, 1, 1, 1, 1, 7, 1, 3, 1, 2, 2, 1, 1, 1, 2, 1]","[3, 2, 1, 2, 7, 4, 1, 4, 2, 3, 6, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 5, 1, 3, 2, 1, 6]",1.8,2.3714285714285714,strikeout streak,1,
Mark Canha,canhama01,"[2, 3, 1, 7, 1, 3, 2, 4, 1, 4, 4, 4, 2, 2, 2, 1, 2, 1, 2, 2, 1, 4, 1, 3, 1, 5, 8, 1, 8]","[2, 4, 2, 1, 1, 2, 1, 1, 3, 1, 1, 3, 2, 4, 1, 3, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2]",2.8275862068965516,1.7666666666666666,dry streak,2,"[1, 1, 3, 5, 3, 1, 3, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 4, 1, 1, 1, 1]","[1, 2, 1, 1, 6, 2, 2, 1, 5, 3, 1, 2, 2, 3, 3, 3, 1, 1, 4, 1, 1, 1, 2, 2, 2, 2, 5, 5, 1, 1, 1, 1, 2, 1, 1, 4]",1.6111111111111112,2.138888888888889,strikeout streak,1,
Manuel Margot,margoma01,"[1, 4, 3, 2, 1, 4, 1, 2, 1, 3, 6, 1, 1, 3, 6, 1, 2, 1, 6, 2, 3, 1]","[2, 1, 3, 1, 4, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 2, 3, 3, 1]",2.5,1.7727272727272727,hit streak,1,"[2, 1, 1, 2, 1, 1, 1, 3, 2, 2, 1, 6, 1, 2, 1, 1, 4, 1, 1, 3, 3, 1, 2]","[2, 5, 1, 4, 1, 3, 1, 4, 1, 1, 4, 2, 2, 4, 2, 1, 2, 2, 2, 1, 2, 4]",1.8695652173913044,2.3181818181818183,strikeout streak,2,
Ke'Bryan Hayes,hayeske01,"[1, 1, 2, 1, 7, 3, 2, 1, 1, 4, 2, 2, 1, 2, 8, 3, 2, 2, 1, 1, 1, 5, 3, 1, 5, 3, 7, 4, 5]","[1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",2.793103448275862,1.3,dry streak,1,"[2, 1, 1, 1, 1, 3, 1, 2, 1, 7, 1, 1, 8, 7, 13, 1, 3, 5, 2, 7, 1, 2, 1, 2]","[3, 3, 1, 2, 5, 2, 2, 2, 2, 2, 1, 1, 4, 1, 5, 1, 1, 1, 1, 1, 3, 1, 1]",3.0833333333333335,2.0,strikeout streak,2,
Enrique Hernandez,hernaen02,"[2, 1, 8, 1, 4, 1, 1, 3, 4, 3, 1, 2, 4, 1, 3, 3, 2, 2, 1, 4, 4, 3, 4, 2, 3, 1, 5, 1, 1, 1]","[1, 8, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 5, 1, 2, 1, 1, 3, 1, 2, 4, 1, 2, 1, 3]",2.533333333333333,1.8709677419354838,dry streak,3,"[1, 3, 5, 4, 6, 1, 2, 2, 1, 1, 1, 3, 11, 2, 1, 2, 3, 1, 2, 4, 1, 1, 2, 4, 2, 2, 1, 1, 3]","[1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 2, 1, 4, 1, 4, 1, 4, 2, 8, 4, 2, 1, 1, 1, 2, 2, 2, 2, 2]",2.5172413793103448,2.103448275862069,no strikeout streak,2,
Jesus Sanchez,sanchje02,"[1, 1, 1, 3, 2, 5, 2, 2, 2, 3, 1, 1, 1, 5, 1, 7, 1, 1, 4, 2, 3, 1, 1, 5, 1, 1, 1, 1, 1, 1]","[3, 6, 3, 1, 1, 2, 1, 2, 4, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 1, 1, 4, 1, 1, 3, 2]",2.066666666666667,1.9666666666666666,dry streak,2,"[5, 1, 2, 6, 1, 3, 4, 2, 1, 1, 7, 5, 2, 1, 2, 1, 4, 1, 1, 2, 1, 3, 1, 1, 6, 1, 4]","[2, 5, 1, 1, 1, 5, 2, 1, 3, 4, 3, 1, 1, 1, 1, 1, 5, 1, 5, 2, 1, 1, 1, 1, 1, 1]",2.5555555555555554,2.0,strikeout streak,4,
Adley Rutschman,rutscad01,"[2, 2, 8, 1, 1, 2, 1, 4, 4, 4, 1, 2, 1, 3, 3, 1, 6, 1, 8, 7, 4, 1, 3, 1, 3, 1, 2, 5, 3, 3, 1, 3, 8]","[1, 1, 1, 3, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 3]",3.0303030303030303,1.53125,hit streak,8,"[2, 3, 1, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 8, 1, 4, 1, 1, 3, 2, 4, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2]","[2, 1, 1, 6, 1, 6, 1, 2, 2, 1, 2, 1, 2, 5, 2, 3, 1, 3, 1, 1, 2, 2, 1, 2, 2, 5, 2, 3, 1, 2, 1, 2, 5, 2, 1, 2, 1]",1.9166666666666667,2.1621621621621623,no strikeout streak,1,
Edmundo Sosa,sosaed01,"[2, 3, 4, 3, 2, 6, 3, 1, 1, 1, 2, 2, 1, 3, 4, 1, 1, 1, 1, 1, 3, 2, 3, 1, 1]","[1, 1, 3, 1, 1, 1, 4, 4, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 5, 1, 1, 1, 1, 2, 1, 2]",2.12,1.7692307692307692,dry streak,2,"[3, 4, 8, 1, 1, 2, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 2]","[1, 4, 1, 3, 2, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 9, 4, 1, 2, 3, 2, 1, 1, 1, 1]",1.96,2.0,strikeout streak,2,
Jon Berti,bertijo01,"[1, 3, 4, 2, 1, 5, 2, 4, 1, 1, 1, 4, 3, 1, 5, 1, 1, 2, 1, 9, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 6]","[1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 4, 4, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 5, 3]",2.242424242424242,1.606060606060606,hit streak,6,"[4, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 4, 1, 2, 3, 2, 2, 1, 1, 3, 4, 1, 1, 2, 3, 1, 3, 1, 1]","[3, 1, 1, 3, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 5, 1, 2, 1, 3, 11, 3, 2, 2, 1, 3, 1, 2, 3, 5]",1.8709677419354838,2.3,strikeout streak,1,
Alek Thomas,thomaal01,"[2, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, 1, 3, 2, 1, 3, 1, 1, 2, 2, 1, 1, 2, 2, 4, 1, 2, 2, 1, 1, 2, 2, 3, 1]","[7, 2, 1, 2, 2, 1, 2, 3, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1, 1, 2, 1, 1]",1.7352941176470589,1.7647058823529411,hit streak,1,"[1, 1, 5, 6, 2, 3, 1, 2, 2, 2, 1, 1, 5, 2, 6, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 3, 2, 1]","[2, 5, 3, 1, 1, 1, 3, 7, 1, 1, 2, 3, 1, 1, 1, 1, 1, 4, 3, 2, 3, 4, 1, 1, 1, 1, 3, 1]",2.142857142857143,2.107142857142857,strikeout streak,1,
Kyle Tucker,tuckeky01,"[3, 3, 5, 3, 2, 2, 1, 3, 4, 4, 4, 1, 2, 1, 1, 5, 1, 13, 1, 11, 1, 6, 3, 2, 2, 2, 1, 4, 2, 3, 2, 1, 3, 2, 1]","[1, 1, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",3.0,1.3428571428571427,hit streak,1,"[2, 6, 2, 2, 1, 2, 1, 1, 1, 3, 2, 1, 2, 1, 2, 4, 1, 4, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 2, 4]","[2, 6, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 7, 2, 4, 4, 4, 1, 1, 1, 1, 1, 5, 1, 1, 2, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2]",1.8205128205128205,2.076923076923077,no strikeout streak,2,
Willi Castro,castrwi01,"[1, 1, 1, 2, 1, 2, 6, 7, 2, 1, 4, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 7, 2, 3, 1, 2, 3]","[5, 2, 1, 7, 2, 3, 1, 2, 2, 1, 5, 2, 1, 2, 2, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2]",2.259259259259259,2.111111111111111,hit streak,3,"[2, 3, 1, 1, 1, 1, 2, 2, 4, 3, 4, 5, 2, 4, 1, 1, 1, 2, 3, 4, 4, 2, 3, 4, 1, 3]","[2, 2, 1, 1, 1, 3, 3, 2, 1, 1, 2, 1, 1, 3, 3, 5, 1, 6, 1, 2, 4, 2, 2, 2, 1, 1]",2.4615384615384617,2.076923076923077,strikeout streak,3,
Jose Altuve,altuvjo01,"[7, 1, 4, 1, 1, 4, 1, 14, 2, 4, 1, 4, 1, 2, 5, 4, 1, 2]","[1, 1, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1]",3.2777777777777777,1.4444444444444444,hit streak,2,"[10, 2, 1, 2, 1, 4, 3, 2, 1, 1, 8, 4, 1, 4, 1, 2, 1, 1, 1]","[1, 3, 1, 2, 3, 2, 1, 3, 2, 3, 3, 1, 1, 1, 2, 1, 3, 1, 1]",2.6315789473684212,1.8421052631578947,strikeout streak,1,
Zack Short,shortza01,"[1, 1, 1, 5, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 2, 1, 1]","[1, 4, 6, 1, 2, 2, 2, 5, 6, 2, 1, 9, 1, 2, 1, 1, 7, 2, 2, 7, 6]",1.6363636363636365,3.3333333333333335,hit streak,1,"[1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 6, 1, 1, 1, 1, 1, 2, 1, 5, 1, 3, 1, 1, 1, 1]","[2, 2, 4, 4, 1, 1, 1, 1, 1, 1, 7, 1, 1, 2, 1, 2, 1, 2, 4, 2, 6, 1, 2, 1, 1, 4, 2, 1]",1.6206896551724137,2.107142857142857,strikeout streak,1,
Myles Straw,strawmy01,"[10, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 6, 2, 3, 1, 2, 4, 6, 3, 1, 5, 1, 1, 3, 1, 2, 2, 2, 2, 1, 2, 1, 1]","[1, 2, 1, 1, 2, 1, 3, 2, 3, 1, 1, 1, 1, 2, 2, 1, 2, 1, 4, 2, 1, 1, 2, 5, 2, 2, 1, 2, 2, 1, 2, 6, 2, 1, 1]",2.2941176470588234,1.8571428571428572,dry streak,1,"[1, 8, 1, 1, 1, 3, 3, 1, 1, 1, 1, 4, 2, 3, 2, 3, 1, 4, 2, 3, 1, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 3, 2, 1]","[4, 4, 2, 1, 3, 2, 1, 1, 1, 2, 4, 1, 1, 2, 1, 1, 2, 5, 1, 1, 1, 4, 3, 2, 6, 3, 1, 1, 1, 2, 1, 5, 1, 1, 1]",2.0,2.085714285714286,no strikeout streak,1,
Stuart Fairchild,faircst01,"[1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 3, 2, 2, 2, 3, 1, 3, 3, 1, 1, 1]","[3, 1, 1, 2, 1, 4, 4, 1, 5, 3, 2, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 12, 1]",1.6818181818181819,2.4347826086956523,dry streak,1,"[2, 1, 4, 3, 5, 1, 4, 2, 1, 2, 8, 1, 1, 1, 5, 1, 1, 2, 1]","[1, 3, 4, 1, 4, 3, 1, 1, 2, 1, 2, 2, 2, 5, 1, 3, 1, 2, 7, 1]",2.4210526315789473,2.35,no strikeout streak,1,
David Fletcher,fletcda02,"[1, 1, 1, 1, 1, 2, 1, 2, 1]","[1, 3, 2, 3, 2, 2, 1, 2, 1]",1.2222222222222223,1.8888888888888888,hit streak,1,"[2, 1, 1, 1, 1, 1, 1]","[1, 2, 3, 5, 1, 2, 6]",1.1428571428571428,2.857142857142857,strikeout streak,1,
Carlos Perez,perezca02,"[2, 3, 1, 1, 1, 6, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1]","[2, 2, 1, 1, 2, 1, 2, 8, 3, 2, 1, 2, 3, 1, 2, 1]",1.7647058823529411,2.125,hit streak,1,"[1, 3, 2, 3, 1, 1, 5, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1]","[1, 4, 1, 2, 1, 1, 1, 1, 2, 3, 5, 4, 2, 2, 1, 1, 2, 1]",1.7058823529411764,1.9444444444444444,no strikeout streak,1,
Carlos Perez,perezca02,"[2, 3, 1, 1, 1, 6, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1]","[2, 2, 1, 1, 2, 1, 2, 8, 3, 2, 1, 2, 3, 1, 2, 1]",1.7647058823529411,2.125,hit streak,1,"[1, 3, 2, 3, 1, 1, 5, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1]","[1, 4, 1, 2, 1, 1, 1, 1, 2, 3, 5, 4, 2, 2, 1, 1, 2, 1]",1.7058823529411764,1.9444444444444444,no strikeout streak,1,
Owen Miller,milleow01,"[1, 1, 1, 4, 4, 13, 2, 5, 2, 5, 1, 1, 4, 1, 2, 3, 4]","[1, 2, 1, 1, 2, 1, 3, 1, 1, 6, 2, 1, 2, 1, 1, 3, 7]",3.176470588235294,2.1176470588235294,dry streak,7,"[1, 2, 2, 1, 4, 3, 1, 1, 1, 4, 2, 6, 3, 5, 1, 2, 1, 2, 1, 1]","[3, 1, 2, 3, 5, 3, 1, 2, 1, 3, 1, 2, 5, 3, 3, 1, 1, 1, 1, 4]",2.2,2.3,strikeout streak,1,
Yonathan Daza,dazayo01,"[2, 1, 7, 1, 1, 1]","[2, 1, 1, 2, 1, 4]",2.1666666666666665,1.8333333333333333,dry streak,4,"[1, 2, 1, 1, 1, 2, 1]","[1, 1, 1, 3, 2, 4, 3]",1.2857142857142858,2.142857142857143,no strikeout streak,3,
Tyler Wade,wadety01,"[1, 4, 2, 2, 1]","[7, 2, 1, 2, 3, 1]",2.0,2.6666666666666665,dry streak,1,"[2, 4, 1, 2, 1, 1]","[3, 1, 2, 1, 1, 1, 6]",1.8333333333333333,2.142857142857143,no strikeout streak,6,
Cody Bellinger,bellico01,"[3, 8, 2, 6, 5, 1, 2, 1, 13, 3, 7, 3, 10, 2, 1, 1, 4, 3, 9, 5, 1, 3]","[3, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3]",4.2272727272727275,1.391304347826087,dry streak,3,"[3, 1, 1, 1, 1, 2, 1, 2, 1, 6, 3, 4, 1, 3, 1, 3, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 1, 1]","[2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 5, 1, 4, 5, 2, 4, 3, 2, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1.9393939393939394,1.90625,strikeout streak,1,
Rougned Odor,odorro01,"[1, 1, 1, 1, 2, 2, 5, 1, 1, 2, 2, 2, 1, 1]","[1, 2, 3, 5, 1, 2, 1, 1, 2, 1, 3, 5, 2, 1, 6]",1.6428571428571428,2.4,dry streak,6,"[5, 2, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 3]","[3, 3, 2, 4, 2, 2, 3, 1, 2, 1, 1, 1, 2, 4, 1]",1.8,2.1333333333333333,strikeout streak,3,
Harold Ramirez,ramirha02,"[2, 1, 10, 3, 2, 2, 3, 2, 3, 2, 5, 2, 1, 1, 1, 2, 1, 7, 1, 5, 2, 6, 1, 4, 4]","[3, 1, 1, 2, 1, 1, 1, 1, 4, 1, 2, 2, 1, 2, 2, 1, 3, 3, 1, 2, 1, 3, 1, 1, 3]",2.92,1.76,hit streak,4,"[1, 1, 2, 6, 3, 4, 1, 2, 2, 1, 1, 4, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 4, 1, 5, 2, 2, 1]","[3, 1, 5, 1, 2, 3, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 3, 2, 1, 7, 2, 3, 1, 1, 2, 3, 2, 1]",2.0,2.0344827586206895,no strikeout streak,1,
